Item_Identifier;ID_Objet;Item_Weight;Item_Fat_Content;ID_Fat_Content;Item_Visibility;Item_Type;ID_Item_Type;Item_MRP;Outlet_Identifier;ID_Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;ID_Outlet_Size;Outlet_Location_Type;ID_Outlet_Location_Type;Outlet_Type;ID_Outlet_Type;Item_Outlet_Sales
NCV42;1513;6.26;Low Fat;1;5.2593952;Household;10;111.0228;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;221.0456
NCQ54;1462;17.7;Low Fat;1;1.2593466999999998;Household;10;167.6474;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3874.2902
FDL44;606;18.25;Low Fat;1;1.2325122;Fruits and Vegetables;7;162.8894;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;647.1576
FDY50;1204;5.8;Low Fat;1;13.1489269;Dairy;5;89.7172;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1605.9096
FDR59;863;14.5;Regular;2;6.4224789000000015;Breads;2;262.7594;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;7064.8038
FDH35;453;18.25;Low Fat;1;6.0589424;Starchy Foods;16;162.5526;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;986.7156
FDX08;1119;12.85;Low Fat;1;2.2649892999999994;Fruits and Vegetables;7;179.3318;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1263.0226
FDL20;590;17.1;Low Fat;1;12.8390273;Fruits and Vegetables;7;111.9886;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1445.4518
FDB27;210;7.575;Low Fat;1;5.547623799999998;Dairy;5;196.8768;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1182.4608
FDA56;189;9.21;Low Fat;1;0.8757492;Fruits and Vegetables;7;120.8414;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2071.3038
FDV39;1046;11.3;Low Fat;1;0.7273831000000001;Meat;11;196.6426;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;5141.3076
FDT55;958;13.6;Regular;2;4.3743689;Fruits and Vegetables;7;157.7946;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1104.5622
FDS24;884;20.85;Regular;2;6.2477955000000005;Baking Goods;1;87.2514;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1505.3738
FDS15;877;9.195;Regular;2;7.806060099999999;Meat;11;106.3596;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2912.2092
DRP47;141;15.75;Low Fat;1;14.0821917;Hard Drinks;8;252.9382;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2775.7202
FDA25;164;16.5;Regular;2;6.8403271000000005;Canned;4;101.999;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;619.194
NCM26;1392;20.5;Low Fat;1;2.312394;Others;12;154.634;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2297.01
FDS46;901;17.6;Regular;2;4.7449835;Snack Foods;14;118.1782;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2621.9204
DRH15;69;8.775;Low Fat;1;11.0359004;Dairy;5;42.7428;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;790.9704
NCR05;1463;10.1;Low Fat;1;5.4620504;Health and Hygiene;9;197.5084;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2976.126
NCY17;1538;18.2;Low Fat;1;6.396817760952247;Health and Hygiene;9;44.1086;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1115.215
FDZ01;1213;8.975;Regular;2;0.9051306999999998;Canned;4;103.099;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;309.597
FDE57;354;9.6;Low Fat;1;3.625493;Fruits and Vegetables;7;141.0154;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2694.4926
FDZ44;1246;8.185;Low Fat;1;6.4824502000000015;Fruits and Vegetables;7;116.0808;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;234.3616
NCP53;1446;14.75;Low Fat;1;3.3024328;Health and Hygiene;9;236.6906;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3089.9778
NCA06;1262;20.5;Low Fat;1;14.3574191;Household;10;37.219;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;476.047
FDP22;745;14.65;Regular;2;9.9333217;Snack Foods;14;51.3666;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1076.5986
FDW37;1094;19.2;Low Fat;1;12.475207;Canned;4;90.9488;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;633.8416
NCS30;1480;5.945;Low Fat;1;9.3170838;Household;10;127.3652;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1549.9824
FDB40;221;17.5;Regular;2;0.7538459;Dairy;5;144.2102;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4082.6856
FDC51;271;10.895;Regular;2;0.9676286000000001;Dairy;5;122.873;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3448.844
FDC11;244;20.5;Low Fat;1;14.179284099999999;Starchy Foods;16;89.7172;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1159.8236
FDE14;326;13.65;Regular;2;3.1573246;Canned;4;99.47;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;299.61
NCT41;1492;15.7;Low Fat;1;5.5943697;Health and Hygiene;9;150.6024;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2428.8384
FDP52;767;18.7;Regular;2;6.396817760952247;Frozen Foods;6;229.201;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3215.814000000001
DRA24;2;19.35;Regular;2;6.683168200000001;Soft Drinks;15;163.8868;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;327.5736
FDC40;263;16.0;Regular;2;6.516504599999998;Dairy;5;79.3986;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;856.8846
NCA42;1268;6.965;Low Fat;1;6.396817760952247;Household;10;159.4604;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3169.208
FDT27;936;11.395;Regular;2;6.9728296;Meat;11;233.9616;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1406.1696
NCW54;1525;7.5;Low Fat;1;9.660879;Household;10;56.9588;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;744.3644
DRB13;5;6.115;Regular;2;0.7038478000000001;Soft Drinks;15;189.253;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3605.307
FDS59;912;14.8;Regular;2;4.3982464000000006;Breads;2;110.657;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2966.139
FDR49;856;8.71;Low Fat;1;13.9202085;Canned;4;46.1376;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;383.5008
FDY40;1196;15.5;Regular;2;8.618464699999999;Frozen Foods;6;50.9692;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;394.1536
FDL48;609;19.35;Regular;2;8.2250863;Baking Goods;1;48.7034;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;534.6374
FDZ52;1254;19.2;Low Fat;1;10.0482186;Frozen Foods;6;111.8886;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1667.829
FDK32;560;16.25;Regular;2;4.9051717;Fruits and Vegetables;7;152.4682;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2439.4912
FDK51;573;19.85;Low Fat;1;0.5230786000000001;Dairy;5;265.1884;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;5034.7796
FDP28;751;13.65;Regular;2;8.062522999999999;Frozen Foods;6;259.6936;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2087.9488
DRZ24;145;7.535;Low Fat;1;8.1787519;Soft Drinks;15;120.844;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2157.192
FDI21;482;5.59;Regular;2;5.6602818;Snack Foods;14;63.2168;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1725.7536
FDZ43;1245;11.0;Regular;2;5.7047756;Fruits and Vegetables;7;240.4512;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;7028.1848
FDI57;504;19.85;Low Fat;1;5.410964;Seafood;13;195.0768;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1970.768
FDV03;1016;17.6;Low Fat;1;5.820907900000001;Meat;11;153.6314;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;5274.4676
FDT12;923;6.215;Regular;2;8.305655499999999;Baking Goods;1;224.4062;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;225.7062
FDF29;374;15.1;Regular;2;2.0015391;Frozen Foods;6;128.83100000000002;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1817.634
FDU02;965;13.35;Low Fat;1;10.2426197;Dairy;5;230.6352;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;5725.88
FDD23;293;9.5;Regular;2;4.8761223;Starchy Foods;16;186.5898;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;5238.5144
FDN04;655;11.8;Regular;2;6.396817760952247;Frozen Foods;6;179.2344;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2141.2128
FDK51;573;19.85;Low Fat;1;0.8762555999999999;Dairy;5;266.6884;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;264.9884
FDB53;231;13.35;Low Fat;1;13.9669224;Frozen Foods;6;147.6392;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1938.8096
DRI23;82;18.85;Low Fat;1;13.797299300000002;Hard Drinks;8;158.4578;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1444.1202
FDP57;769;17.5;Low Fat;1;6.396817760952247;Snack Foods;14;102.999;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2992.771
FDY57;1209;20.2;Regular;2;12.1940099;Snack Foods;14;95.3752;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1150.5024
NCT42;1493;5.88;Low Fat;1;2.4926013;Household;10;149.9392;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1491.392
FDC50;270;15.85;Low Fat;1;13.727;Canned;4;94.4094;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1904.188
FDT40;947;5.985;Low Fat;1;9.5989602;Frozen Foods;6;127.3678;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;508.6712
FDD50;311;18.85;Low Fat;1;14.2443405;Canned;4;170.4132;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;4396.9432
DRI23;82;18.85;Low Fat;1;13.741025599999999;Hard Drinks;8;161.7578;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1604.578
FDQ46;806;7.51;Low Fat;1;10.4400238;Snack Foods;14;113.5544;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;894.8352
NCW06;1517;16.2;Low Fat;1;6.396817760952247;Household;10;190.8162;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3271.0754
NCX06;1527;17.6;Low Fat;1;1.5750947000000002;Household;10;182.5976;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1629.8784
NCE19;1304;8.97;Low Fat;1;9.2937216;Household;10;54.6956;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;764.3384
FDI60;506;7.22;Regular;2;3.828933;Baking Goods;1;64.751;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;126.502
FDE02;319;8.71;Low Fat;1;12.1936216;Canned;4;94.4778;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2628.5784
FDE11;325;17.7;Regular;2;13.5646297;Starchy Foods;16;186.0924;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3516.7556
FDP11;737;15.85;Low Fat;1;6.9240685;Breads;2;217.5166;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;653.1498
FDB08;196;6.055;Low Fat;1;3.127929;Fruits and Vegetables;7;160.3578;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2406.867
FDH26;446;19.25;Regular;2;3.4753686000000004;Canned;4;141.5496;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1976.0944
FDI33;489;16.5;Low Fat;1;2.8476451000000003;Snack Foods;14;91.0146;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1368.219
FDQ26;793;13.5;Regular;2;6.7872401999999985;Dairy;5;57.8562;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;355.5372
FDO13;697;7.865;Low Fat;1;6.1183502999999995;Breakfast;3;164.5526;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1644.526
NCJ29;1354;10.6;Low Fat;1;3.5247642000000003;Health and Hygiene;9;84.7224;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1619.2256
FDA52;187;16.2;Regular;2;12.839799499999998;Frozen Foods;6;178.33700000000005;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1411.496
FDF57;391;14.5;Regular;2;5.891884400000001;Fruits and Vegetables;7;169.7448;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3238.4512
NCO26;1425;7.235;Low Fat;1;7.679167099999999;Household;10;116.4492;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2316.984
DRL59;121;16.75;Low Fat;1;2.1220112999999996;Hard Drinks;8;55.1298;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1240.3854
FDB26;209;14.0;Regular;2;3.1261583;Canned;4;52.56399999999999;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;639.168
FDK51;573;19.85;Low Fat;1;0.5235143;Dairy;5;265.8884;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2649.884
FDE53;352;10.895;Low Fat;1;2.7032203999999997;Frozen Foods;6;106.328;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;852.2239999999997
FDV24;1033;5.635;Low Fat;1;17.285671899999997;Baking Goods;1;148.205;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;449.415
FDI34;490;10.65;Regular;2;8.561751699999999;Snack Foods;14;229.3668;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2303.668
FDL36;601;15.1;Low Fat;1;12.7334766;Baking Goods;1;88.28299999999999;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;89.883
NCA54;1270;16.5;Low Fat;1;3.6641597;Household;10;178.7318;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1263.0226
FDI38;493;13.35;Regular;2;1.4656564;Canned;4;208.5638;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2277.7018
FDG31;411;12.15;Low Fat;1;3.7864854;Meat;11;63.0826;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;322.913
FDA21;161;13.65;Low Fat;1;3.6016619;Snack Foods;14;186.3924;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1295.6468
FDI09;474;20.75;Regular;2;12.953867999999998;Seafood;13;240.288;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2396.88
FDI20;481;19.1;Low Fat;1;3.8531668;Fruits and Vegetables;7;210.6586;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;5487.5236
DRI51;88;17.25;Low Fat;1;6.396817760952247;Dairy;5;171.5764;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;4637.9628
FDC58;276;10.195;Low Fat;1;4.1907413999999985;Snack Foods;14;43.8428;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;175.7712
NCC30;1285;16.6;Low Fat;1;2.7556247000000003;Household;10;176.6344;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1962.7784
FDY03;1166;17.6;Regular;2;7.605848400000001;Meat;11;111.8202;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2025.3636
FDZ44;1246;8.185;Low Fat;1;3.872905700000001;Fruits and Vegetables;7;117.1808;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1874.8928
FDP28;751;13.65;Regular;2;8.0804019;Frozen Foods;6;261.1936;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2348.9424
DRD15;20;10.6;Low Fat;1;5.6884225;Dairy;5;231.9642;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3020.7346
FDL08;582;10.8;Low Fat;1;5.0000257;Fruits and Vegetables;7;243.9144;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;4655.2736
FDP25;748;15.2;Low Fat;1;2.1207519;Canned;4;219.4824;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1747.0592
DRK59;113;8.895;Low Fat;1;6.396817760952247;Hard Drinks;8;232.9616;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2812.3392
DRJ24;94;11.8;Low Fat;1;11.3307794;Soft Drinks;15;187.0924;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1850.924
FDU33;990;7.63;Regular;2;22.5476528;Snack Foods;14;45.1402;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;45.9402
FDX47;1152;6.55;Regular;2;3.4800079;Breads;2;157.5288;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1571.2879999999998
FDR46;853;16.85;Low Fat;1;13.9301634;Snack Foods;14;144.976;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2783.0440000000012
NCO26;1425;7.235;Low Fat;1;7.729035499999999;Household;10;116.9492;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2316.984
FDV38;1045;19.25;Low Fat;1;10.175460000000001;Dairy;5;55.1956;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;491.3604
FDL13;586;13.85;Regular;2;9.4265737;Breakfast;3;233.93;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;233.03
FDD57;316;18.1;Low Fat;1;2.2380952;Fruits and Vegetables;7;93.6094;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;476.047
FDE46;348;18.6;Low Fat;1;1.5756569999999999;Snack Foods;14;153.1366;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3173.8686
FDB28;211;6.615;Low Fat;1;15.6307983;Dairy;5;196.3426;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;790.9704
FDC41;264;15.6;Low Fat;1;19.5688803;Frozen Foods;6;77.367;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;153.134
DRI23;82;18.85;Low Fat;1;13.747519;Hard Drinks;8;158.6578;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3369.6138
FDL33;599;7.235;Low Fat;1;6.396817760952247;Snack Foods;14;197.2452;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2348.9424
FDS03;867;7.825;Low Fat;1;7.962861;Meat;11;63.4826;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2002.0606
FDE50;350;19.7;Regular;2;1.6202582;Canned;4;188.2556;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3379.6008
FDT02;915;12.6;Low Fat;1;2.4190156000000003;Dairy;5;34.4874;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;494.0236
FDI34;490;10.65;Regular;2;8.5308611;Snack Foods;14;230.2668;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;5759.17
FDO15;698;16.75;Regular;2;0.8564924999999999;Meat;11;73.2038;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1404.1722
DRI39;85;13.8;Low Fat;1;9.7457483;Dairy;5;55.393;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1018.674
NCO14;1422;9.6;Low Fat;1;2.9619203;Household;10;43.6086;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;624.5204
NCN19;1408;13.1;Low Fat;1;6.396817760952247;Others;12;189.253;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1518.024
DRJ25;95;14.6;Low Fat;1;15.087286800000005;Soft Drinks;15;47.5692;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1379.5376
FDE10;324;6.67;Regular;2;9.031452999999999;Snack Foods;14;130.5626;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1180.4634
FDQ08;777;15.7;Regular;2;1.8930352;Fruits and Vegetables;7;59.4536;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;857.5504
NCQ43;1459;17.75;Low Fat;1;11.1209003;Others;12;107.7912;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;982.7208
FDY57;1209;20.2;Regular;2;12.115333099999999;Snack Foods;14;97.3752;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;958.752
FDQ34;799;10.85;Low Fat;1;16.316032699999997;Snack Foods;14;107.4622;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1693.7952
NCG19;1324;20.25;Low Fat;1;14.816356400000002;Household;10;232.7616;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1874.8928
FDW27;1086;5.86;Regular;2;15.0853308;Meat;11;156.0314;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2016.7082
FDH04;432;6.115;Regular;2;1.1437302;Frozen Foods;6;92.4488;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1358.2320000000002
FDZ39;1243;19.7;Regular;2;1.8024769;Meat;11;104.499;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1031.99
NCK19;1365;9.8;Low Fat;1;9.0448534;Others;12;194.5478;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;774.9912
FDY20;1179;12.5;Regular;2;8.175276;Fruits and Vegetables;7;89.0488;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1267.6832
FDN39;676;19.35;Regular;2;10.966769800000002;Meat;11;166.0816;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;671.1264
NCY41;1542;16.75;Low Fat;1;7.5735621;Health and Hygiene;9;34.5532;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;323.5788
NCN14;1405;19.1;Low Fat;1;9.1917786;Others;12;182.7608;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1837.608
FDR07;821;21.35;Low Fat;1;13.0127365;Fruits and Vegetables;7;96.2094;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;190.4188
FDW49;1104;19.5;Low Fat;1;8.2483516;Canned;4;179.2002;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2865.6032
FDN23;666;6.575;Regular;2;7.5507757999999985;Breads;2;146.4444;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1596.5884
FDS33;891;6.67;Regular;2;12.412675599999998;Snack Foods;14;88.9514;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2125.2336
FDY36;1192;12.3;Low Fat;1;0.9425158;Baking Goods;1;74.83800000000002;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1537.9979999999994
FDH20;442;16.1;Regular;2;2.4999711;Fruits and Vegetables;7;97.841;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1255.033
NCP50;1445;17.35;Low Fat;1;2.0676141;Others;12;80.6618;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1208.427
FDS40;897;15.35;Low Fat;1;2.346559;Frozen Foods;6;35.219;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;36.619
FDG38;416;8.975;Regular;2;5.272914;Canned;4;86.4224;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1022.6688
NCO18;1424;13.15;Low Fat;1;2.4630755;Household;10;178.2686;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2666.5290000000005
NCO54;1432;19.5;Low Fat;1;1.4274292;Household;10;55.6614;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;718.3982
NCW18;1519;15.1;Low Fat;1;5.9313603;Household;10;238.1248;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4266.4464
FDB36;217;5.465;Regular;2;4.8518008;Baking Goods;1;132.9626;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2360.9268
FDJ45;532;17.75;Low Fat;1;7.3349552;Seafood;13;34.2216;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;934.7832
DRD12;18;6.96;Low Fat;1;7.7129323;Soft Drinks;15;92.7146;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1733.0774
FDR47;854;17.85;Low Fat;1;8.7824967;Breads;2;196.0794;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1755.7146
FDJ10;513;5.095;Regular;2;13.003120699999998;Snack Foods;14;142.4838;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;561.9352
DRC25;13;5.73;Low Fat;1;4.5334097999999985;Soft Drinks;15;87.0882;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1803.6522
NCW54;1525;7.5;Low Fat;1;9.6333029;Household;10;57.8588;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1145.1760000000004
FDA26;165;7.855;Regular;2;7.385892299999999;Dairy;5;218.6482;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3723.8194
DRF01;38;5.655;Low Fat;1;17.504710399999997;Soft Drinks;15;146.9102;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1895.5326
NCZ17;1548;12.15;Low Fat;1;13.2952286;Health and Hygiene;9;37.6506;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;37.9506
FDK46;570;9.6;Low Fat;1;8.614586699999998;Snack Foods;14;258.362;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;259.66200000000003
NCU41;1502;18.85;Low Fat;1;5.20115;Health and Hygiene;9;190.3846;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3630.6074
FDV20;1029;20.2;Regular;2;5.9790095;Fruits and Vegetables;7;127.4678;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3560.6984
FDT15;926;12.15;Regular;2;7.1440118;Meat;11;182.295;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;549.285
DRI25;83;19.6;Low Fat;1;3.3954150000000003;Soft Drinks;15;56.4614;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;773.6596
FDA40;177;16.0;Regular;2;9.9271209;Frozen Foods;6;88.5856;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;878.8560000000001
FDM13;624;6.425;Low Fat;1;6.316338000000001;Breakfast;3;132.2626;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2098.6016
NCM05;1386;6.825;Low Fat;1;5.9846974999999984;Health and Hygiene;9;262.5226;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;9779.9362
DRI01;78;7.97;Low Fat;1;5.7667173;Soft Drinks;15;172.1422;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;517.3266
DRG13;54;17.25;Low Fat;1;3.715520600000001;Soft Drinks;15;166.4526;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3782.4098
