ID_Objet;Item_Weight;ID_Fat_Content;Item_Visibility;ID_Item_Type;Item_MRP;ID_Outlet_Identifier;Outlet_Establishment_Year;ID_Outlet_Size;ID_Outlet_Location_Type;ID_Outlet_Type;Item_Outlet_Sales
113;8.895;1;0.075757177;8;233.8616;4;2009;2;3;3;937.4464
938;19.75;1;0.012467648;7;188.1872;8;1999;2;1;2;2458.1336
202;10.895;1;0.137368051;5;264.3568;4;2009;2;3;3;4745.8224
1452;10.3;1;0.117593973;9;154.463;3;2007;3;2;2;2503.408
457;19.1;2;0.026018497;7;148.2418;3;2007;3;2;2;3089.9778
760;4.555;2;0.034410585;6;111.3544;8;1999;2;1;2;1342.2528
1431;16.2;1;0.17617540199999998;9;184.0608;3;2007;3;2;2;2021.3688
416;8.975;2;0.088257771;4;84.1224;1;1998;3;3;1;170.4448
689;21.1;2;0.020750867;3;128.7994;8;1999;2;1;2;1927.491
1459;17.75;1;0.111527348;12;110.2912;6;2002;3;2;2;873.5296
1002;12.8;2;0.114318263;2;142.2838;4;2009;2;3;3;421.4514
1214;6.905;2;0.038363204;5;98.1726;3;2007;3;2;2;587.2356
868;10.195;2;0.245483691;6;141.8838;1;1998;3;3;1;280.9676
796;5.785;2;0.05393093400000002;7;87.3856;8;1999;2;1;2;878.8560000000001
572;7.96;1;0.028339599;4;162.4894;2;1987;1;3;2;1779.6834
227;8.3;2;0.030151351;1;98.7384;7;1997;4;1;2;492.692
685;5.46;2;0.107274301;7;145.5786;6;2002;3;2;2;3900.9222
965;13.35;1;0.102670882;5;228.6352;8;1999;2;1;2;3435.528
557;5.46;2;0.032177405;4;185.424;7;1997;4;1;2;5219.872
389;20.75;2;0.083536989;6;180.3318;2;1987;1;3;2;4149.9314
1551;6.59;1;0.026225693;10;119.0098;8;1999;2;1;2;2530.7058
365;7.55;1;0.0273235;4;151.934;3;2007;3;2;2;1837.608
997;20.85;1;0.03747983;6;192.7478;6;2002;3;2;2;2131.2258
1376;18.85;1;0.168531813;10;192.5136;3;2007;3;2;2;2916.204
748;15.2;1;0.021293909;4;218.4824;4;2009;2;3;3;1528.6768
1506;10.1;1;0.030269774;9;152.4656;6;2002;3;2;2;2934.8464
539;8.985;1;0.183688161;7;100.27;8;1999;2;1;2;998.7
494;11.5;2;0.125579201;6;99.7358;5;2004;4;2;2;1105.8938
1346;19.85;1;0.026074491;10;48.6376;4;2009;2;3;3;575.2512
1307;21.1;1;0.010593469;10;234.2958;2;1987;1;3;2;3739.1328
760;4.555;2;0.034357169;6;112.6544;7;1997;4;1;2;2684.5056
997;20.85;1;0.037396901;6;193.8478;5;2004;4;2;2;2712.4692
111;7.905;1;0.064011067;8;230.2694;2;1987;1;3;2;4567.388
842;6.78;2;0.085981978;7;228.4694;6;2002;3;2;2;5480.8656
462;15.0;2;0.161762835;4;185.9266;6;2002;3;2;2;2581.9724
1219;17.6;1;0.104878967;14;164.8868;7;1997;4;1;2;2456.802
879;13.8;2;0.107469819;7;77.8012;1;1998;3;3;1;227.7036
1501;5.11;1;0.034868095;10;163.821;5;2004;4;2;2;2120.573
486;8.71;2;0.046079575;5;43.5744;6;2002;3;2;2;407.4696
778;7.235;1;0.058083831;14;113.6834;2;1987;1;3;2;230.3668
216;12.3;2;0.064618976;16;89.8804;7;1997;4;1;2;1286.3256
18;6.96;1;0.077178965;15;93.1146;5;2004;4;2;2;2189.1504
1068;18.0;2;0.142910689;7;89.6514;8;1999;2;1;2;1859.5794
30;6.28;1;0.027682047;15;85.5198;2;1987;1;3;2;1744.396
825;10.5;2;0.142511272;2;158.7578;5;2004;4;2;2;2246.4092
59;14.15;1;0.09557165;15;171.0106;6;2002;3;2;2;4106.6544
24;9.8;1;0.02316823;15;47.506;1;1998;3;3;1;186.424
1116;15.85;2;0.061045133;11;44.7744;2;1987;1;3;2;181.0976
1001;10.3;2;0.011148865;14;84.854;6;2002;3;2;2;778.9860000000001
1016;17.6;1;0.058091269;11;156.2314;7;1997;4;1;2;2947.4966
484;10.3;1;0.07867827599999999;1;177.037;2;1987;1;3;2;3705.177
1140;9.195;2;0.117667492;14;159.5578;8;1999;2;1;2;1283.6624
422;12.8;1;0.069902438;16;261.3252;4;2009;2;3;3;3410.2276
1257;10.0;2;0.037757166;14;126.7994;5;2004;4;2;2;1284.994
917;17.25;1;0.107021498;6;40.5822;5;2004;4;2;2;785.6439999999999
1278;20.2;1;0.100477461;10;187.7898;3;2007;3;2;2;2245.0776
1383;7.5;1;0.036228067;9;175.2028;5;2004;4;2;2;4427.57
616;7.895;2;0.094488485;3;100.7332;2;1987;1;3;2;1230.3984
696;15.75;1;0.055154296;1;195.5452;4;2009;2;3;3;1174.4712
470;13.65;2;0.073060301;6;196.2426;6;2002;3;2;2;2570.6538
1360;20.1;1;0.077439606;9;60.6536;5;2004;4;2;2;980.0576
751;13.65;2;0.080968973;6;259.7936;4;2009;2;3;3;2609.936
531;12.3;2;0.106492562;7;176.3396;8;1999;2;1;2;1395.5168
237;21.35;1;0.068822477;4;258.3278;7;1997;4;1;2;7028.8506
932;7.72;2;0.074669288;2;76.3986;2;1987;1;3;2;1402.1748
1296;12.1;1;0.025834128;10;165.1526;1;1998;3;3;1;164.4526
1028;14.85;2;0.035227697;7;159.5578;2;1987;1;3;2;2085.9514
1293;16.0;1;0.07296514400000001;10;231.3668;4;2009;2;3;3;4607.335999999998
584;8.395;1;0.039492207;14;97.3042;7;1997;4;1;2;1091.2462
1129;7.365;1;0.042552205;7;225.172;5;2004;4;2;2;3395.58
635;20.5;1;0.020587886;7;89.583;2;1987;1;3;2;1797.66
823;18.25;1;0.130095044;14;257.2962;1;1998;3;3;1;517.9924
1369;7.475;1;0.013146636;10;214.5192;6;2002;3;2;2;2804.3496
982;12.15;1;0.02176755;2;164.6184;6;2002;3;2;2;3797.7232
402;15.25;1;0.08995645;6;217.1192;8;1999;2;1;2;3235.788
1208;16.35;2;0.06266564200000001;7;225.6062;4;2009;2;3;3;1579.9434
705;11.1;1;0.176182345;1;158.1604;5;2004;4;2;2;1901.5248
1510;11.8;1;0.022843501;9;177.8686;7;1997;4;1;2;4621.9836
808;14.3;2;0.034411238;1;98.6726;7;1997;4;1;2;782.9808
976;13.65;2;0.06396817760952248;11;36.6532;3;2007;3;2;2;755.0172
902;16.75;1;0.128861359;2;86.2856;5;2004;4;2;2;1406.1696
723;16.25;1;0.078290271;4;93.1804;8;1999;2;1;2;1194.4452
1103;18.0;1;0.008539208000000001;1;81.2618;5;2004;4;2;2;402.809
1029;20.2;2;0.100095288;7;125.2678;1;1998;3;3;1;127.1678
1102;15.0;1;0.046447328;2;121.5414;8;1999;2;1;2;2436.828
228;13.0;1;0.154487495;4;77.2986;3;2007;3;2;2;1246.3776
1373;14.65;1;0.07217867900000001;10;262.9594;8;1999;2;1;2;5233.188
130;5.88;1;0.003599378;8;152.2998;6;2002;3;2;2;3075.996
984;12.35;1;0.026832182000000003;4;57.3246;3;2007;3;2;2;1332.2658
1503;9.0;1;0.019616991;10;169.6474;3;2007;3;2;2;2526.711
443;10.395;1;0.05226427;13;158.4604;1;1998;3;3;1;158.4604
138;10.195;1;0.112203445;8;111.786;5;2004;4;2;2;1697.79
1378;9.695;1;0.114170506;9;158.9604;6;2002;3;2;2;1743.0644
609;19.35;2;0.08226641900000001;1;48.8034;7;1997;4;1;2;340.2238
519;16.7;2;0.038685176;14;146.6102;4;2009;2;3;3;2770.3938
947;5.985;1;0.095795326;6;128.4678;7;1997;4;1;2;508.6712
1298;8.85;1;0.026814124;10;103.7964;1;1998;3;3;1;210.3928
634;15.7;1;0.045203854;6;180.266;7;1997;4;1;2;1617.894
845;12.5;1;0.020697723;2;198.8742;7;1997;4;1;2;5773.1518
1438;19.35;1;0.027827268;9;65.6168;4;2009;2;3;3;383.5008
932;7.72;2;0.074883035;2;79.8986;6;2002;3;2;2;1090.5804
1126;17.2;1;0.156298858;11;162.1578;7;1997;4;1;2;1283.6624
327;8.895;1;0.044093978;6;208.3954;1;1998;3;3;1;1041.977
1063;20.2;2;0.117599259;1;195.311;6;2002;3;2;2;3338.987
804;20.5;1;0.036140297;7;120.0756;7;1997;4;1;2;2302.3364
1219;17.6;1;0.104791689;14;165.2868;2;1987;1;3;2;3111.9492
1093;11.15;1;0.057021156;1;106.8622;8;1999;2;1;2;2011.3818
583;19.6;2;0.12829573;14;167.2816;6;2002;3;2;2;2013.3792
321;10.895;2;0.03263762;6;147.7102;3;2007;3;2;2;1895.5326
137;13.85;1;0.034765901;8;114.2492;3;2007;3;2;2;1853.5872
688;15.1;1;0.095696334;1;159.7604;3;2007;3;2;2;2693.8268
1550;15.0;1;0.071371458;9;125.2362;7;1997;4;1;2;1384.1982
1119;12.85;1;0.022696131;7;179.9318;4;2009;2;3;3;2706.4770000000008
1225;16.85;2;0.267565911;6;194.1478;1;1998;3;3;1;1162.4868
118;15.5;1;0.053327763;15;44.477;2;1987;1;3;2;865.54
591;15.85;2;0.007145063;14;41.048;5;2004;4;2;2;479.376
1071;21.2;1;0.071076055;14;174.83700000000005;3;2007;3;2;2;5469.547
231;13.35;1;0.139426044;6;148.3392;5;2004;4;2;2;3877.6192
129;6.11;2;0.151925271;15;46.6086;5;2004;4;2;2;624.5204
1291;13.0;1;0.099479703;10;44.90600000000001;8;1999;2;1;2;652.484
454;6.425;1;0.010454459;4;115.6808;8;1999;2;1;2;1406.1696
963;12.0;1;0.075701524;1;124.6388;6;2002;3;2;2;2105.2596
145;7.535;1;0.081914677;15;120.344;8;1999;2;1;2;3835.008
427;14.7;1;0.072444983;7;48.6034;6;2002;3;2;2;194.4136
1175;10.3;1;0.06998190900000001;5;263.0226;2;1987;1;3;2;6079.4198
879;13.8;2;0.06457046;7;76.2012;3;2007;3;2;2;1669.8264
1114;10.1;1;0.024159767;4;114.715;5;2004;4;2;2;815.605
1039;7.785;1;0.089210159;7;64.251;3;2007;3;2;2;1328.271
85;13.8;1;0.097611115;5;54.893;3;2007;3;2;2;679.1160000000001
1496;11.8;1;0.05897550400000001;9;81.7618;4;2009;2;3;3;966.7416
1265;10.5;1;0.027430696;10;171.1106;3;2007;3;2;2;3593.3226
119;19.7;1;0.038815341;8;124.2362;6;2002;3;2;2;1887.543
839;15.1;2;0.096491904;11;134.4942;4;2009;2;3;3;1854.9188
72;16.2;1;0.033568871;15;74.9696;3;2007;3;2;2;2162.5184
1253;11.3;2;0.054507422;11;96.3094;2;1987;1;3;2;666.4658
785;19.7;1;0.041974489;6;108.6912;3;2007;3;2;2;2183.824
398;20.6;2;0.048207431;7;188.0556;3;2007;3;2;2;2065.3116
89;9.5;1;0.041065647;8;223.5088;3;2007;3;2;2;4697.8848
460;13.5;2;0.128709014;16;96.1068;2;1987;1;3;2;1846.9292
161;13.65;1;0.03596071;14;186.3924;7;1997;4;1;2;1665.8316
1419;7.27;1;0.046520703;9;97.7384;2;1987;1;3;2;591.2304
1335;6.86;1;0.03674399;10;231.201;3;2007;3;2;2;6201.927
427;14.7;1;0.072238195;7;47.5034;2;1987;1;3;2;972.068
555;9.195;1;0.101500374;1;45.2744;6;2002;3;2;2;679.1160000000001
61;14.15;1;0.042246575;5;54.2982;8;1999;2;1;2;1104.5622
1151;12.3;2;0.058105769;14;60.4562;5;2004;4;2;2;1777.686
1164;11.8;2;0.170141787;4;116.7834;2;1987;1;3;2;2303.668
529;13.6;2;0.049579883;6;110.0912;5;2004;4;2;2;1965.4416
865;11.6;1;0.06396817760952248;4;178.2686;8;1999;2;1;2;1955.4546
512;15.0;1;0.05872513400000001;14;43.6744;3;2007;3;2;2;407.4696
954;7.0;1;0.06396817760952248;4;105.628;8;1999;2;1;2;1384.864
1105;13.1;1;0.075695552;5;168.4158;8;1999;2;1;2;1504.0422
1046;11.3;1;0.007321067;11;197.7426;3;2007;3;2;2;2570.6538
1192;12.3;1;0.009463757;1;73.83800000000002;3;2007;3;2;2;1245.046
1303;10.0;1;0.021407511;10;248.175;2;1987;1;3;2;3495.45
549;6.98;1;0.041273236;4;82.4934;4;2009;2;3;3;982.7208
266;17.0;1;0.135707553;7;172.5106;5;2004;4;2;2;2053.3272
903;15.15;1;0.027774002;1;152.3708;5;2004;4;2;2;3159.8868
974;8.355;1;0.187939003;4;146.9418;6;2002;3;2;2;1029.9926
1473;12.15;1;0.14492016;9;224.4404;2;1987;1;3;2;1800.3232
682;17.25;2;0.125419157;3;40.048;8;1999;2;1;2;399.48
841;6.46;2;0.049121972;7;144.6102;2;1987;1;3;2;2916.204
615;5.78;2;0.07414907400000001;14;262.2568;7;1997;4;1;2;5273.136
1349;18.7;1;0.04604992;9;151.9682;2;1987;1;3;2;3354.3004
872;19.2;1;0.035384612;14;180.3318;3;2007;3;2;2;3428.2042
1019;7.35;1;0.028711412;7;39.9454;4;2009;2;3;3;377.5086
784;20.35;2;0.06396817760952248;11;81.6276;7;1997;4;1;2;1787.0072
10;17.85;1;0.037826873;15;189.7188;7;1997;4;1;2;2285.0256
1154;4.615;2;0.101747034;4;231.33;2;1987;1;3;2;4660.6
512;15.0;1;0.06396817760952248;14;47.2744;5;2004;4;2;2;679.1160000000001
17;12.1;2;0.061424738;15;56.7614;4;2009;2;3;3;1049.9666
898;11.65;1;0.040597054;7;187.324;6;2002;3;2;2;1864.24
973;15.5;2;0.126791761;1;262.1568;1;1998;3;3;1;527.3136
1140;9.195;2;0.117484834;14;158.5578;7;1997;4;1;2;2406.867
458;15.1;2;0.106097275;7;43.2796;4;2009;2;3;3;123.8388
513;5.095;2;0.129395895;14;140.3838;2;1987;1;3;2;1826.2894
1139;15.1;2;0.100265027;7;142.5786;4;2009;2;3;3;3323.0078
64;12.1;1;0.011557563;5;165.3526;8;1999;2;1;2;3453.5046
1276;6.235;1;0.119157788;10;263.791;4;2009;2;3;3;2103.928
1102;15.0;1;0.077622622;2;121.8414;1;1998;3;3;1;243.6828
490;10.65;2;0.08513595300000001;14;232.3668;7;1997;4;1;2;3685.8688
465;9.8;2;0.106816919;7;114.2492;1;1998;3;3;1;463.3968
99;18.25;1;0.04421348;8;173.408;2;1987;1;3;2;1038.648
1547;19.6;1;0.094308058;10;251.8698;8;1999;2;1;2;3551.3772
1193;17.0;2;0.026622757;4;144.247;6;2002;3;2;2;3149.2340000000013
720;9.6;2;0.014234595;14;190.2872;8;1999;2;1;2;4727.18
475;8.51;2;0.078526225;14;173.5422;8;1999;2;1;2;5000.8238
1493;5.88;1;0.0249887;10;150.3392;4;2009;2;3;3;447.4176
336;8.905;1;0.143712172;6;60.2878;4;2009;2;3;3;1151.1682
880;8.85;1;0.053822086;7;183.8292;2;1987;1;3;2;2554.0088
838;20.7;1;0.043011277;5;177.2028;4;2009;2;3;3;3364.9532
706;6.3;1;0.127968205;4;209.627;4;2009;2;3;3;3984.813
221;17.5;2;0.007570599;5;144.6102;4;2009;2;3;3;2187.153
1082;5.765;1;0.081996785;1;40.1164;5;2004;4;2;2;540.6296
1230;17.75;2;0.067777778;1;186.924;4;2009;2;3;3;3169.208
1142;5.035;2;0.080362549;2;229.0036;3;2007;3;2;2;4326.3684
1133;8.355;1;0.013929059;1;94.1462;7;1997;4;1;2;2221.1088
55;6.13;1;0.077169953;5;63.0536;3;2007;3;2;2;1225.072
1212;10.5;2;0.06396817760952248;1;143.3128;7;1997;4;1;2;1438.128
543;12.5;1;0.112681821;4;119.144;4;2009;2;3;3;3235.788
1261;20.75;1;0.02512588;9;150.4734;5;2004;4;2;2;890.8404
152;13.35;2;0.15021128;14;179.06599999999997;3;2007;3;2;2;2696.49
572;7.96;1;0.028357839;4;163.2894;5;2004;4;2;2;4530.1032
1310;8.92;1;0.130663423;10;175.237;3;2007;3;2;2;2117.244
400;6.635;2;0.006335942;1;121.8098;8;1999;2;1;2;2048.6666
260;15.5;1;0.032845997;1;106.7938;2;1987;1;3;2;3215.814000000001
55;6.13;1;0.076735903;5;62.4536;7;1997;4;1;2;1225.072
815;7.315;1;0.01530184;14;154.434;7;1997;4;1;2;1378.206
810;16.0;2;0.029377239;11;46.1718;1;1998;3;3;1;94.5436
853;16.85;1;0.233356571;14;146.576;1;1998;3;3;1;439.42800000000005
270;15.85;1;0.13705394699999998;4;94.4094;4;2009;2;3;3;1047.3034
512;15.0;1;0.06396817760952248;14;43.4744;7;1997;4;1;2;543.2928
1283;19.1;1;0.177236497;10;172.3422;5;2004;4;2;2;2586.633
581;19.0;1;0.111830282;6;105.4622;2;1987;1;3;2;952.7598
461;13.5;1;0.06396817760952248;1;84.654;8;1999;2;1;2;1211.756
302;16.75;2;0.008204465;4;99.8674;8;1999;2;1;2;2342.9502
345;9.195;2;0.064143995;6;85.9566;6;2002;3;2;2;1691.132
441;19.35;1;0.033275634;11;173.8738;3;2007;3;2;2;2432.8332
1085;11.8;2;0.107662745;5;224.1772;3;2007;3;2;2;2890.9036
1092;10.6;1;0.01115195;2;40.6454;3;2007;3;2;2;167.7816
812;13.65;2;0.013064516000000002;7;115.5834;6;2002;3;2;2;1382.2008
1031;14.85;2;0.009954237;14;158.263;8;1999;2;1;2;2659.871
793;13.5;2;0.067859568;5;60.1562;5;2004;4;2;2;1599.9174
1033;5.635;1;0.103481775;1;150.005;6;2002;3;2;2;1797.66
423;7.405;1;0.015358176;4;92.4146;3;2007;3;2;2;1459.4336
951;11.35;1;0.030981392000000007;14;51.9008;3;2007;3;2;2;708.4112
1059;16.1;2;0.013623294;7;109.3596;6;2002;3;2;2;1186.4556
297;17.7;2;0.041098734;7;80.9276;4;2009;2;3;3;487.3656
1408;13.1;1;0.01209726;12;188.853;5;2004;4;2;2;3225.801
808;14.3;2;0.034382602000000005;1;96.5726;2;1987;1;3;2;2251.0698
1481;8.6;1;0.090374342;10;114.3176;6;2002;3;2;2;1946.7992
615;5.78;2;0.07445112599999999;14;264.5568;4;2009;2;3;3;6327.7632
1211;8.195;1;0.031467128;1;91.8462;6;2002;3;2;2;2313.655
1215;13.65;2;0.078786674;5;184.824;7;1997;4;1;2;3355.632
772;17.35;1;0.056032247;1;102.3016;6;2002;3;2;2;1619.2256
1343;20.25;1;0.058935522;10;246.646;7;1997;4;1;2;2463.46
1227;16.1;1;0.034306962;7;252.3356;7;1997;4;1;2;3815.034
1166;17.6;2;0.076431919;11;113.2202;4;2009;2;3;3;2025.3636
1100;18.0;1;0.039090105;14;148.4418;6;2002;3;2;2;4119.9704
1428;12.5;1;0.031549131;9;99.0384;1;1998;3;3;1;197.0768
551;9.065;1;0.115233813;6;94.4094;2;1987;1;3;2;2856.282
1225;16.85;2;0.159825617;6;195.5478;5;2004;4;2;2;4262.4516
1293;16.0;1;0.073080167;10;228.4668;3;2007;3;2;2;2534.0348
388;9.3;1;0.066727717;6;181.6292;2;1987;1;3;2;2371.5796
361;6.215;1;0.012146608;7;37.9848;5;2004;4;2;2;782.9808
1098;20.1;2;0.022552083;7;226.6036;3;2007;3;2;2;6831.108
978;8.77;2;0.047036036;7;170.5422;3;2007;3;2;2;2759.0752
185;16.25;1;0.087158654;5;95.141;5;2004;4;2;2;2220.443
903;15.15;1;0.027756137;1;150.4708;2;1987;1;3;2;2106.5912
1331;13.15;1;0.092589917;10;159.5604;2;1987;1;3;2;1901.5248
1371;12.15;1;0.06396817760952248;10;117.615;2;1987;1;3;2;1514.695
1061;20.85;1;0.121227447;14;197.5452;5;2004;4;2;2;4306.3944
473;18.2;2;0.066284519;7;247.2092;5;2004;4;2;2;3486.1288
283;8.3;1;0.03549838;7;36.6506;4;2009;2;3;3;455.4072
1141;6.195;1;0.072131519;14;120.1098;6;2002;3;2;2;2892.2352
1158;15.1;1;0.06396817760952248;7;216.4166;6;2002;3;2;2;2830.3158
1475;11.5;1;0.021020616;9;130.7942;6;2002;3;2;2;2782.3782
581;19.0;1;0.111902259;6;105.4622;5;2004;4;2;2;1905.5196
537;10.5;1;0.071548187;6;120.2098;4;2009;2;3;3;602.549
226;8.8;1;0.071540443;14;210.6612;8;1999;2;1;2;2508.7344
214;17.75;1;0.014609738;7;160.4262;6;2002;3;2;2;3182.5240000000013
193;17.75;2;0.156802171;5;242.1538;5;2004;4;2;2;4326.3684
1079;20.75;1;0.024144862000000003;7;123.373;5;2004;4;2;2;2093.9410000000007
921;16.7;2;0.06229724900000001;14;60.6562;4;2009;2;3;3;592.562
1374;13.85;1;0.031402114;12;40.24800000000001;6;2002;3;2;2;319.584
1235;15.35;2;0.113217223;7;191.1504;7;1997;4;1;2;1725.7536
347;12.1;1;0.06396817760952248;7;177.3002;5;2004;4;2;2;3044.7034
1371;12.15;1;0.06396817760952248;10;118.515;4;2009;2;3;3;1398.18
1456;16.35;1;0.013363902;12;106.128;5;2004;4;2;2;1917.504
48;7.27;1;0.07136748;15;111.8518;4;2009;2;3;3;2277.036
14;13.8;1;0.058192802;5;246.9802;8;1999;2;1;2;5896.3248
218;20.25;2;0.022976493;1;240.3538;8;1999;2;1;2;4086.0146
893;9.3;1;0.111220521;2;65.7826;7;1997;4;1;2;968.739
349;14.15;1;0.037967687;16;125.6046;8;1999;2;1;2;1618.5598
587;8.115;2;0.032158866;4;154.8972;7;1997;4;1;2;1713.7692
1515;11.1;1;0.033176087;10;120.1124;6;2002;3;2;2;1896.1984
1428;12.5;1;0.018845298;9;96.7384;5;2004;4;2;2;2759.0752
816;9.8;2;0.056375879;2;84.6908;5;2004;4;2;2;1006.6896
773;19.7;2;0.161356273;4;253.1014;4;2009;2;3;3;2805.0154
808;14.3;2;0.034605882000000004;1;95.9726;3;2007;3;2;2;2153.1972
735;19.75;1;0.033942546000000004;14;213.5902;8;1999;2;1;2;4460.1942
575;18.5;1;0.025740259;11;89.4172;2;1987;1;3;2;1605.9096
472;12.35;2;0.033754478;11;199.0426;5;2004;4;2;2;3361.6242
413;5.365;2;0.140458316;13;169.7764;8;1999;2;1;2;3263.7516
464;20.5;2;0.06396817760952248;6;82.8592;5;2004;4;2;2;908.1512
856;8.71;1;0.139228412;4;49.5376;7;1997;4;1;2;1198.44
810;16.0;2;0.06396817760952248;11;48.1718;3;2007;3;2;2;756.3488
1242;17.6;1;0.00799436;5;171.6422;2;1987;1;3;2;3793.7284
1057;20.7;2;0.121767168;6;118.9466;6;2002;3;2;2;353.5398
645;13.0;2;0.030083482;4;61.922;5;2004;4;2;2;1557.9720000000002
1063;20.2;2;0.118025091;1;195.811;3;2007;3;2;2;2553.343
430;20.35;1;0.060649213;1;232.7616;2;1987;1;3;2;2812.3392
660;18.6;1;0.15193174199999998;3;101.1358;2;1987;1;3;2;1105.8938
965;13.35;1;0.103091351;5;229.9352;3;2007;3;2;2;2519.3872
1258;17.85;1;0.052389407;14;120.9072;4;2009;2;3;3;2817.6656
1456;16.35;1;0.013355306;12;105.528;2;1987;1;3;2;2024.032
380;14.85;2;0.019550858;5;263.791;6;2002;3;2;2;4207.856
916;21.25;1;0.01005532;11;183.1608;3;2007;3;2;2;2756.412000000001
657;14.15;1;0.034845668;14;242.7828;2;1987;1;3;2;3167.8764
507;17.2;2;0.025162022000000003;4;145.9418;5;2004;4;2;2;1765.7016
799;10.85;1;0.162571649;14;107.4622;6;2002;3;2;2;529.311
1138;20.35;2;0.014825605;7;233.2958;7;1997;4;1;2;4206.5244
1338;16.35;1;0.05803434900000001;10;124.802;1;1998;3;3;1;253.004
127;9.3;1;0.04378569400000002;8;191.6846;7;1997;4;1;2;3057.3536
696;15.75;1;0.055241242;1;196.5452;3;2007;3;2;2;3131.9232
1367;14.85;1;0.061102235;10;253.2698;6;2002;3;2;2;2283.0282
741;18.6;1;0.039517121;6;243.6802;3;2007;3;2;2;5896.3248
1321;16.35;1;0.029565309;10;256.4646;4;2009;2;3;3;515.3292
1143;9.695;2;0.12828324300000002;1;226.1404;7;1997;4;1;2;3375.606
920;15.15;2;0.012332667;14;130.0284;3;2007;3;2;2;3559.3668
360;14.3;2;0.06519522900000001;7;88.9856;5;2004;4;2;2;1669.8264
178;10.895;1;0.108253944;7;194.8794;1;1998;3;3;1;585.2382
1403;8.39;1;0.121178848;10;165.1868;3;2007;3;2;2;2784.3756
41;18.35;1;0.06396817760952248;5;151.934;2;1987;1;3;2;306.268
1526;15.2;1;0.09698132;9;116.3492;2;1987;1;3;2;2548.6824
629;20.2;1;0.064351908;14;259.4646;5;2004;4;2;2;2061.3168
294;8.71;2;0.072301795;4;185.6924;6;2002;3;2;2;3331.6632
982;12.15;1;0.021719387000000003;2;163.1184;5;2004;4;2;2;3467.4864
714;8.06;1;0.021420031000000003;3;232.0326;6;2002;3;2;2;3003.4238
742;11.5;1;0.290430317;7;130.6652;1;1998;3;3;1;258.3304
924;14.85;1;0.018571641;4;187.3214;7;1997;4;1;2;4333.6922
1168;11.8;1;0.06396817760952248;7;45.2402;4;2009;2;3;3;1148.505
86;14.7;1;0.020952705;8;143.5128;8;1999;2;1;2;2444.8176
1460;18.75;1;0.034278798;10;214.1218;2;1987;1;3;2;4488.1578
778;7.235;1;0.06396817760952248;14;115.1834;6;2002;3;2;2;1382.2008
431;7.27;2;0.020898691;4;92.2488;3;2007;3;2;2;814.9392
458;15.1;2;0.105881129;7;42.0796;6;2002;3;2;2;454.0756
63;7.81;1;0.112906337;15;243.5486;1;1998;3;3;1;488.6972
174;7.81;2;0.055216312;4;125.5046;5;2004;4;2;2;3237.1196
875;6.465;1;0.125210375;4;266.8884;3;2007;3;2;2;1059.9536
550;10.8;1;0.098814721;11;100.5042;4;2009;2;3;3;1884.8798
1156;9.5;2;0.022058724;11;196.8452;7;1997;4;1;2;3523.4136
518;20.7;2;0.100091576;7;125.5388;2;1987;1;3;2;2105.2596
113;8.895;1;0.075876602;8;235.9616;3;2007;3;2;2;1874.8928
607;15.6;1;0.037841362;14;125.2704;4;2009;2;3;3;2628.5784
456;9.0;1;0.081943273;6;214.5534;2;1987;1;3;2;3440.8544
282;19.35;1;0.016645164;6;120.9098;6;2002;3;2;2;1687.1372
1243;19.7;2;0.018061324;11;102.599;6;2002;3;2;2;2063.98
1301;5.825;1;0.091857904;10;160.7894;4;2009;2;3;3;1617.894
298;12.85;1;0.108633372;7;233.8642;4;2009;2;3;3;2323.6420000000007
779;12.85;1;0.03324652;14;172.4422;6;2002;3;2;2;4483.4972
661;17.5;1;0.016720132;11;139.918;2;1987;1;3;2;419.454
905;17.0;1;0.055433377;5;221.1114;7;1997;4;1;2;4434.228
1130;7.05;1;0.084966021;14;111.1912;7;1997;4;1;2;1965.4416
615;5.78;2;0.07413505299999999;14;264.0568;5;2004;4;2;2;2109.2544
547;15.2;1;0.091745951;14;229.0352;5;2004;4;2;2;2290.3520000000008
329;11.35;2;0.00552947;7;169.27900000000002;5;2004;4;2;2;2376.906
358;17.5;1;0.013664703;6;257.7304;6;2002;3;2;2;5683.2688
185;16.25;1;0.08731067199999999;5;95.541;8;1999;2;1;2;1544.656
1119;12.85;1;0.022639195;7;179.7318;8;1999;2;1;2;2165.1816
418;8.84;2;0.076873991;6;109.9228;4;2009;2;3;3;1547.3192
1459;17.75;1;0.111301625;12;107.5912;7;1997;4;1;2;1528.6768
1543;6.38;1;0.015193323;10;143.347;6;2002;3;2;2;858.882
249;10.65;1;0.06396817760952248;7;57.1272;5;2004;4;2;2;279.636
1125;13.1;1;0.07494003;5;75.0354;7;1997;4;1;2;902.8248
641;10.195;1;0.06396817760952248;6;143.1154;3;2007;3;2;2;2410.8618
324;6.67;2;0.090456903;14;131.2626;3;2007;3;2;2;2098.6016
1498;5.32;1;0.093071679;9;103.8674;6;2002;3;2;2;509.337
40;12.1;1;0.029902679;15;144.3444;4;2009;2;3;3;1161.1552
586;13.85;2;0.056547986;3;232.73;4;2009;2;3;3;6291.81
1338;16.35;1;0.034726222;10;125.602;8;1999;2;1;2;3036.048
1313;18.35;1;0.08890854699999999;10;192.8504;2;1987;1;3;2;2876.256
